CN 2021,CN 2022,CNKEY,TYPE,CN2021_Deleted codes,CN2021_Reused Code
30064000,30064000,300640000080,,,
30065000,30065000,300650000080,,,
30066000,30066000,300660000080,,,
30067000,30067000,300670000080,,,
30069100,30069100,300691000080,,,
30069200,30069200,300692000080,,,
31010000,31010000,310100000080,,,
31021010,31021010,310210100080,,,
31021090,31021090,310210900080,,,
31022100,31022100,310221000080,,,
31022900,31022900,310229000080,,,
31023010,31023010,310230100080,,,
31023090,31023090,310230900080,,,
31024010,31024010,310240100080,,,
31024090,31024090,310240900080,,,
31025000,31025000,310250000080,,,
31026000,31026000,310260000080,,,
31028000,31028000,310280000080,,,
31029000,31029000,310290000080,,,
31031100,31031100,310311000080,,,
31031900,31031900,310319000080,,,
31039000,31039000,310390000080,,,
31042010,31042010,310420100080,,,
31042050,31042050,310420500080,,,
31042090,31042090,310420900080,,,
31043000,31043000,310430000080,,,
31049000,31049000,310490000080,,,
31051000,31051000,310510000080,,,
31052010,31052010,310520100080,,,
31052090,31052090,310520900080,,,
31053000,31053000,310530000080,,,
31054000,31054000,310540000080,,,
31055100,31055100,310551000080,,,
31055900,31055900,310559000080,,,
31056000,31056000,310560000080,,,
31059020,31059020,310590200080,,,
31059080,31059080,310590800080,,,
32011000,32011000,320110000080,,,
32012000,32012000,320120000080,,,
32019020,32019020,320190200080,,,
32019090,32019090,320190900080,,,
32021000,32021000,320210000080,,,
32029000,32029000,320290000080,,,
32030010,32030010,320300100080,,,
32030090,32030090,320300900080,,,
32041100,32041100,320411000080,,,
32041200,32041200,320412000080,,,
32041300,32041300,320413000080,,,
32041400,32041400,320414000080,,,
32041500,32041500,320415000080,,,
32041600,32041600,320416000080,,,
32041700,32041700,320417000080,-,,3204 17 00
32041700,32041800,320417000080,ex,,3204 17 00
32041900,32041800,320419000080,ex,,3204 19 00
32041900,32041900,320419000080,-,,3204 19 00
32042000,32042000,320420000080,,,
32049000,32049000,320490000080,,,
32050000,32050000,320500000080,,,
32061100,32061100,320611000080,,,
32061900,32061900,320619000080,,,
32062000,32062000,320620000080,,,
32064100,32064100,320641000080,,,
32064200,32064200,320642000080,,,
32064910,32064910,320649100080,,,
32064970,32064970,320649700080,,,
32065000,32065000,320650000080,,,
32071000,32071000,320710000080,,,
32072010,32072010,320720100080,,,
32072090,32072090,320720900080,,,
32073000,32073000,320730000080,,,
32074040,32074040,320740400080,,,
32074085,32074085,320740850080,,,
32081010,32081010,320810100080,,,
32081090,32081090,320810900080,,,
32082010,32082010,320820100080,,,
32082090,32082090,320820900080,,,
32089011,32089011,320890110080,,,
32089013,32089013,320890130080,,,
32089019,32089019,320890190080,,,
32089091,32089091,320890910080,,,
32089099,32089099,320890990080,,,
32091000,32091000,320910000080,,,
32099000,32099000,320990000080,,,
32100010,32100010,321000100080,,,
32100090,32100090,321000900080,,,
32110000,32110000,321100000080,,,
32121000,32121000,321210000080,,,
32129000,32129000,321290000080,,,
32131000,32131000,321310000080,,,
32139000,32139000,321390000080,,,
32141010,32141010,321410100080,,,
32141090,32141090,321410900080,,,
32149000,32149000,321490000080,,,
32151100,32151100,321511000080,,,
32151900,32151900,321519000080,,,
32159020,32159020,321590200080,,,
32159070,32159070,321590700080,,,
33011210,33011210,330112100080,,,
33011290,33011290,330112900080,,,
33011310,33011310,330113100080,,,
33011390,33011390,330113900080,,,
33011920,33011920,330119200080,,,
33011980,33011980,330119800080,,,
33012410,33012410,330124100080,,,
33012490,33012490,330124900080,,,
33012510,33012510,330125100080,,,
33012590,33012590,330125900080,,,
33012911,33012911,330129110080,,,
33012931,33012931,330129310080,,,
33012941,33012942,330129410080,-,3301 29 41,
33012941,33012949,330129410080,-,3301 29 41,
33012971,33012971,330129710080,,,
33012979,33012979,330129790080,,,
33012991,33012991,330129910080,,,
33013000,33013000,330130000080,,,
33019010,33019010,330190100080,,,
33019021,33019021,330190210080,,,
33019030,33019030,330190300080,,,
33019090,33019090,330190900080,,,
33021010,33021010,330210100080,,,
33021021,33021021,330210210080,,,
33021029,33021029,330210290080,,,
33021040,33021040,330210400080,,,
33021090,33021090,330210900080,,,
33029010,33029010,330290100080,,,
33029090,33029090,330290900080,,,
33030010,33030010,330300100080,,,
33030090,33030090,330300900080,,,
33041000,33041000,330410000080,,,
33042000,33042000,330420000080,,,
33043000,33043000,330430000080,,,
33049100,33049100,330491000080,,,
33049900,33049900,330499000080,,,
33051000,33051000,330510000080,,,
33052000,33052000,330520000080,,,
33053000,33053000,330530000080,,,
33059000,33059000,330590000080,,,
33061000,33061000,330610000080,,,
33062000,33062000,330620000080,,,
33069000,33069000,330690000080,,,
33071000,33071000,330710000080,,,
33072000,33072000,330720000080,,,
33073000,33073000,330730000080,,,
33074100,33074100,330741000080,,,
33074900,33074900,330749000080,,,
33079000,33079000,330790000080,,,
34011100,34011100,340111000080,,,
34011900,34011900,340119000080,,,
34012010,34012010,340120100080,,,
34012090,34012090,340120900080,,,
34013000,34013000,340130000080,,,
34021110,34023910,340211100080,-,3402 11 10,
34021190,34023100,340211900080,-,3402 11 90,
34021190,34023990,340211900080,-,3402 11 90,
34021200,34024100,340212000080,-,3402 12 00,
34021300,34024200,340213000080,-,3402 13 00,
34021900,34024900,340219000080,-,3402 19 00,
34022020,34025010,340220200080,-,3402 20 20,
34022090,34025090,340220900080,-,3402 20 90,
34029010,34029010,340290100080,,,
34029090,34029090,340290900080,,,
34031100,34031100,340311000080,,,
34031910,34031910,340319100080,,,
34031920,34031920,340319200080,,,
34031980,34031980,340319800080,,,
34039100,34039100,340391000080,,,
34039900,34039900,340399000080,,,
34042000,34042000,340420000080,,,
34049000,34049000,340490000080,,,
34051000,34051000,340510000080,,,
34052000,34052000,340520000080,,,
34053000,34053000,340530000080,,,
34054000,34054000,340540000080,,,
34059010,34059010,340590100080,,,
34059090,34059090,340590900080,,,
34060000,34060000,340600000080,,,
34070000,34070000,340700000080,,,
35011010,35011010,350110100080,,,
35011050,35011050,350110500080,,,
35011090,35011090,350110900080,,,
35019010,35019010,350190100080,,,
35019090,35019090,350190900080,,,
35021110,35021110,350211100080,,,
35021190,35021190,350211900080,,,
35021910,35021910,350219100080,,,
35021990,35021990,350219900080,,,
35022010,35022010,350220100080,,,
35022091,35022091,350220910080,,,
35022099,35022099,350220990080,,,
35029020,35029020,350290200080,,,
35029070,35029070,350290700080,,,
35029090,35029090,350290900080,,,
35030010,35030010,350300100080,,,
35030080,35030080,350300800080,,,
35040010,35040010,350400100080,,,
35040090,35040090,350400900080,,,
35051010,35051010,350510100080,,,
35051050,35051050,350510500080,,,
35051090,35051090,350510900080,,,
35052010,35052010,350520100080,,,
35052030,35052030,350520300080,,,
35052050,35052050,350520500080,,,
35052090,35052090,350520900080,,,
35061000,35061000,350610000080,,,
35069110,35069110,350691100080,,,
35069190,35069190,350691900080,,,
35069900,35069900,350699000080,,,
35071000,35071000,350710000080,,,
35079030,35079030,350790300080,,,
35079090,35079090,350790900080,,,
36010000,36010000,360100000080,,,
36020000,36020000,360200000080,,,
36030020,36031000,360300200080,-,3603 00 20,
36030030,36032000,360300300080,-,3603 00 30,
36030040,36033000,360300400080,-,3603 00 40,
36030050,36034000,360300500080,-,3603 00 50,
36030060,36035000,360300600080,-,3603 00 60,
36030080,36036000,360300800080,-,3603 00 80,
36041000,36041000,360410000080,,,
36049000,36049000,360490000080,,,
36050000,36050000,360500000080,,,
36061000,36061000,360610000080,,,
36069010,36069010,360690100080,,,
36069090,36069090,360690900080,,,
37011000,37011000,370110000080,,,
37012000,37012000,370120000080,,,
37013000,37013000,370130000080,,,
37019100,37019100,370191000080,,,
37019900,37019900,370199000080,,,
37021000,37021000,370210000080,,,
37023191,37023191,370231910080,,,
37023197,37023197,370231970080,,,
37023210,37023210,370232100080,,,
37023220,37023220,370232200080,,,
37023285,37023285,370232850080,,,
37023900,37023900,370239000080,,,
37024100,37024100,370241000080,,,
37024200,37024200,370242000080,,,
37024300,37024300,370243000080,,,
37024400,37024400,370244000080,,,
37025200,37025200,370252000080,,,
37025300,37025300,370253000080,,,
37025400,37025400,370254000080,,,
37025500,37025500,370255000080,,,
37025600,37025600,370256000080,,,
37029610,37029610,370296100080,,,
37029690,37029690,370296900080,,,
37029710,37029710,370297100080,,,
37029790,37029790,370297900080,,,
37029800,37029800,370298000080,,,
37031000,37031000,370310000080,,,
37032000,37032000,370320000080,,,
37039000,37039000,370390000080,,,
37040010,37040010,370400100080,,,
37040090,37040090,370400900080,,,
37050010,37050010,370500100080,,,
37050090,37050090,370500900080,,,
37061020,37061020,370610200080,,,
37061099,37061099,370610990080,,,
37069052,37069052,370690520080,,,
37069091,37069091,370690910080,,,
37069099,37069099,370690990080,,,
37071000,37071000,370710000080,,,
37079020,37079020,370790200080,,,
37079090,37079090,370790900080,,,
38011000,38011000,380110000080,,,
38012010,38012010,380120100080,,,
38012090,38012090,380120900080,,,
38013000,38013000,380130000080,,,
38019000,38019000,380190000080,,,
38021000,38021000,380210000080,,,
38029000,38029000,380290000080,,,
38030010,38030010,380300100080,,,
38030090,38030090,380300900080,,,
38040000,38040000,380400000080,,,
38051010,38051010,380510100080,,,
38051030,38051030,380510300080,,,
38051090,38051090,380510900080,,,
38059010,38059010,380590100080,,,
38059090,38059090,380590900080,,,
38061000,38061000,380610000080,,,
38062000,38062000,380620000080,,,
38063000,38063000,380630000080,,,
38069000,38069000,380690000080,,,
38070010,38070010,380700100080,,,
38070090,38070090,380700900080,,,
38085200,38085200,380852000080,,,
38085900,38085900,380859000080,ex,,3808 59 00
38086100,38086100,380861000080,,,
38086200,38086200,380862000080,,,
38086900,38086900,380869000080,,,
38089110,38089110,380891100080,,,
38089120,38085900,380891200080,ex,,3808 91 20
38089120,38089120,380891200080,-,,3808 91 20
38089130,38089130,380891300080,-,,3808 91 30
38089130,38085900,380891300080,ex,,3808 91 30
38089140,38085900,380891400080,ex,,3808 91 40
38089140,38089140,380891400080,-,,3808 91 40
38089190,38085900,380891900080,ex,,3808 91 90
38089190,38089190,380891900080,-,,3808 91 90
38089210,38089210,380892100080,,,
38089220,38089220,380892200080,,,
38089230,38089230,380892300080,,,
38089240,38089240,380892400080,,,
38089250,38089250,380892500080,,,
38089260,38089260,380892600080,,,
38089290,38085900,380892900080,ex,,3808 92 90
38089290,38089290,380892900080,-,,3808 92 90
38089311,38089311,380893110080,,,
38089313,38089313,380893130080,,,
38089315,38089315,380893150080,,,
38089317,38089317,380893170080,,,
38089321,38089321,380893210080,,,
38089323,38089323,380893230080,,,
38089327,38089327,380893270080,,,
38089330,38089330,380893300080,,,
38089390,38089390,380893900080,,,
38089410,38089410,380894100080,,,
38089420,38089420,380894200080,,,
38089490,38089490,380894900080,,,
38089910,38089910,380899100080,,,
38089990,38089990,380899900080,,,
38091010,38091010,380910100080,,,
38091030,38091030,380910300080,,,
38091050,38091050,380910500080,,,
38091090,38091090,380910900080,,,
38099100,38099100,380991000080,,,
38099200,38099200,380992000080,,,
38099300,38099300,380993000080,,,
38101000,38101000,381010000080,,,
38109010,38109010,381090100080,,,
38109090,38109090,381090900080,,,
38111110,38111110,381111100080,,,
38111190,38111190,381111900080,,,
38111900,38111900,381119000080,,,
38112100,38112100,381121000080,,,
38112900,38112900,381129000080,,,
38119000,38119000,381190000080,,,
38121000,38121000,381210000080,,,
38122010,38122010,381220100080,,,
38122090,38122090,381220900080,,,
38123100,38123100,381231000080,,,
38123910,38123910,381239100080,,,
38123990,38123990,381239900080,,,
38130000,38130000,381300000080,,,
38140010,38140010,381400100080,,,
38140090,38140090,381400900080,,,
38151100,38151100,381511000080,,,
38151200,38151200,381512000080,,,
38151910,38151910,381519100080,,,
38151990,38151990,381519900080,,,
38159010,38159010,381590100080,,,
38159090,38159090,381590900080,,,
38160000,38160090,381600000080,-,3816 00 00,
38170050,38170050,381700500080,,,
38170080,38170080,381700800080,,,
38180010,38180010,381800100080,,,
38180090,38180090,381800900080,,,
38190000,38190000,381900000080,,,
38200000,38200000,382000000080,,,
38210000,38210000,382100000080,,,
38220000,38221900,382200000080,ex,3822 00 00,
38220000,38229000,382200000080,-,3822 00 00,
38220000,38221200,382200000080,ex,3822 00 00,
38231100,38231100,382311000080,,,
38231200,38231200,382312000080,,,
38231300,38231300,382313000080,,,
38231910,38231910,382319100080,,,
38231930,38231930,382319300080,,,
38231990,38231990,382319900080,,,
38237000,38237000,382370000080,,,
38241000,38241000,382410000080,,,
38243000,38243000,382430000080,,,
38244000,38244000,382440000080,,,
38245010,38245010,382450100080,,,
38245090,38245090,382450900080,,,
38246011,38246011,382460110080,,,
38246019,38246019,382460190080,,,
38246091,38246091,382460910080,,,
38246099,38246099,382460990080,,,
38247100,38271100,382471000080,-,3824 71 00,
38247200,38272000,382472000080,-,3824 72 00,
38247300,38271200,382473000080,-,3824 73 00,
38247400,38273100,382474000080,-,3824 74 00,
38247400,38273200,382474000080,-,3824 74 00,
38247400,38273900,382474000080,-,3824 74 00,
38247500,38271300,382475000080,-,3824 75 00,
38247600,38271400,382476000080,-,3824 76 00,
38247700,38274000,382477000080,-,3824 77 00,
38247810,38276200,382478100080,ex,3824 78 10,
38247810,38276300,382478100080,ex,3824 78 10,
38247810,38276100,382478100080,ex,3824 78 10,
38247820,38276100,382478200080,ex,3824 78 20,
38247820,38276200,382478200080,ex,3824 78 20,
38247820,38276300,382478200080,ex,3824 78 20,
38247820,38276400,382478200080,ex,3824 78 20,
38247830,38276200,382478300080,ex,3824 78 30,
38247830,38276500,382478300080,ex,3824 78 30,
38247830,38276300,382478300080,ex,3824 78 30,
38247840,38276200,382478400080,ex,3824 78 40,
38247840,38276300,382478400080,ex,3824 78 40,
38247840,38276400,382478400080,ex,3824 78 40,
38247840,38276500,382478400080,ex,3824 78 40,
38247880,38276100,382478800080,ex,3824 78 80,
38247880,38276900,382478800080,ex,3824 78 80,
38247880,38276800,382478800080,ex,3824 78 80,
38247880,38276300,382478800080,ex,3824 78 80,
38247880,38275900,382478800080,ex,3824 78 80,
